processed_review,sentiment_score,sentiment_label
excel new balanc buy 100 satisfactionexcel design qualitycomfort access price prove ratifi durabl,0.4588,1
comfi cloud like foam fit fit like glove even wear barefoot problem wont disappoint fantast qualiti usual,0.8205,1
satisfi comfort purchas expect,0.3612,1
love passion im advanc runner former collegi trackcross countri runner averag 5060 milesweek race 5k ultramarathon say tri enforc like think know run shoe know review opinion perfect run shoe everyon might holi cow mine ive wear brook ghost launch year start wear hoka clifton long run recoveri run im ultrafocus train tend find shoe work wear religi chang much need tri someth new get injur shoe feel like bad juju slightli superstiti overdu new shoe went buy clifton someth prompt research open horizon start look around came across new balanc vongo ive wear neutral shoe year realli hesit buy stabil shoe read kind neutralend stabil there thinganyway 100 price gave go 2 month ive wear everi singl run oh gosh feel like ive hit mother load recent order second pair standbi current pair worn tempt stock like 100 pair know ill rest life sockknit liner snug keep foot place rub hot spot comfort theyr like extens foot foam respons light work well tempo interv workout long run grip great actual prefer use trail run specialti salomon trail shoe downsid shoe liter downsid rock seem get stuck tread often run shoestldr shoe rock,0.9709,1
vongo 2nd pair style shoe love shoe went vongo nb switch 1260 rubix daili runner log 2035 mile per week love sock fit everyth shoe,0.8979,1
comfort never own new balanc runningwalk shoe comfort walk approxim 12 mile week mostli pavement sever 5k year light weight realli like tongu almost like sock doesnt slip shoe overal great price good fit shoe howev buy size think run small,0.9552,1
caus sever calf cramp dont know shoe caus calv cramp bad run 3 mile day 5 day week switch shoe calv cramp almost instant began run realli muscular calv thought mayb shoe need break wore day sever day everi time tri run calf cramp return think much heel drop went back old worn shoe cramp gone return shoe son run xc track wear men version absolut love he third pair realli want love got nb roav instead fabul wouldnt recommend vongo anyon larg calf muscl,-0.6381,0
sock shoe run stabil review comfort sole made buy theseand list run stabil wont get tri sole shoe useless run etci entir flat foot wide toe box loo ligament need correct shoesorthot arent enough new balanc let run got ta say move away structur support overpronationwhich shoe list mistakenli address sock structur top foami platform id worri ankl platform height sole wont hold track terrain even mile grass indoor shoe 164 new balanc new sketchersnotworkoutlin shoessiz right look like picturewhich step vinyl model bare,0.6908,1
expect ive never tri pair fresh foam nb read review buy overal anticip receiv certainli wasnt got correct shoe correct size second stood question immedi pop mouth where foam there next cushion shoe instep narrow needle say head back return center tomorrow,-0.2411,0
lighter meshbreath hope still durabl gener havent found afford toddler shoe w better traction merrel amazon toddler mtrail chaser jr wore whenev went dirtpebbl trail v nike sneaker howev heavier think le breathabl there le mesh see side side photo shoe model foreground mtrail chaser back said think may durabl time water resist mesh may tear easili let water shall see also think slightli wider easier step mtrail chasersthey claim machin washabl nice though would probabl spray w hosehop found review help,0.93,1
concern durabl initi plea shoe three month show way wear tear cloth around top fray around biggest concern though wear metal loop start goe loop fail look like soon break render shoe worthlessupd 32021 velcro gave shoe fall apart didnt even last year super disappoint,0.25,1
inaccur descript awar descript incorrect big kid size littl kidtoddl size,0.0,1
love merrel kid shoe love shoe girl sturdi durabl great grip make perfect camp hike even bike ride hold well never look destroy like shoe much quickli much le wear excit final score purpl pair right size alway go shoe activ outsid,0.964,1
studi support good look daughter jealou big sister lightup shoe need littl seriou support got camper shoe mind quickli chang say comfi easili get import appreci look nice would purchas,0.8779,1
great sole small hard put print merrel size chart order widest avail length perfect open foot stupidli small market good outdoor shoe toddler realli option chose keep havent becom easier ie theyv loosen mayb toddler foot keep great traction sole seriou hike rough terrain realli could improv ankl fit mayb width compon shoe whatev hope buy next year size isnt hard year,0.9522,1
elast cord rip first use disappoint qualiti especi high price elast cord came undon liter first time shoe use decid keep shoe still seem function need immediatelymak sure test shoe get let kid wear,-0.1027,0
good difficult put 3 star rate might littl harsh littl patienc come frustrat child item shoe fit toddler seem like even purchas wide version difficult put plenti shoe 3 year old put definit cant bare,0.0,1
sole toe came apart wear one day im gener lover merrel shoe cours buy child well bought son use extend camp trip 35week primari pair merrel shoe go wear backup case other got wet one day walk around state park minim stress notic front sole come apart wore second day sole apart whole inch buy super glue pictur show shoe glu still long camp trip son keep wear shoe littl broken besid sole come apart toe shoe great first merrel shoe ive disappoint son said comfort,0.8591,1
sturdi good quy fit expect bought 35 wide size child comfi gray hike yosemit love much wear school sometim shoe realli provid good support arch support also help pronat son use two week dont know long last shoe get hole compon fall apart thatywhat happen pair shoe big name brand definit recommend,0.9686,1
child basketbal book exactli hand howev right color,0.4939,1
good pair shoe son destroy shoe one hold thesegood valu money,-0.1531,0
great excel origin new balanc brand shoesth number perfect neither bigger smaller number usual goe downrapid deliveri perfectli packedhighli recommend,0.9313,1
speed origin productth shipment arriv le 24 hoursw repeat model although 1 size sure like form ergonima 3 year old child,0.5859,1
strong sneakersveri low qualityveri beauti design son last le month strong sneaker didnt expect poor qualiti brand,0.7937,1
beauti wonder combin color,0.0,1
everyth ok new footwear perfect condit,0.7096,1
gorgeou comfort optimr,0.3612,1
number littl difficult find themveri comfort tast child,0.0772,1
new balanc 16 beauti mx width big,0.0,1
nice shoesho great cleanalso fit well,0.8885,1
comfort sinc discov brand bought sever pair excel,0.6705,1
sharp look comfi fun comfort slip shoe,0.7003,1
worth price look premium receiv howev daughter start use part start degrad faster expect expect 4k plu cost shoe,0.2263,1
amaz amaz lightweight shoesmak u feel like float cloudsfit broad feetlik thoroughli,0.3612,1
good nice true sizei wide foot fit well,0.9022,1
soul high sure use run sole high,0.3182,1
super comfort order arriv time super comfort found super price,0.9493,1
superb shoe great shoe great pricei realli love itcomfort well cushion,0.9618,1
littl bigger size size perfectli fit,0.3612,1
good expect good expect,0.7003,1
love shoe bought run two week buy anoth pair work comfort shoe quit flat foot suffer plantar faciis realli hard time find shoe soft enough run well stand 12 hr shoe great cushion tread seem last well run shoe reach 250 mile tread pattern match shoe point im sure easili abl get 400 mile need replac pair work pair stand 12 hr end shift surprisingli pain anywher foot ankl incred usual buy shoe end excruci pain plantar faciis highli recommend shoe peopl foot pain,0.6249,1
comfort lot power walk foot never hurt shoe need lot pad order comfort sinc pain ball foot wear custom orthot shoe great highli recommend would buy,0.8772,1
casual comfort fit daughter comfort good combo casual comfort,0.926,1
excellentveri burst thin footthey pretti size number expect arriv take account foot littl one chubbi ask extra number sinc narrow,0.1531,1
advertis wide actual narrow advertis narrow wide,0.0,1
want money back weve shoe mayb 2 week daughter worn mayb 4 time alreadi strap felt apart fabric stitch shoe rip usual love new balanc disappoint,0.1531,1
attract velcro wrong angl dont feel like shoe design fit actual foot velcro strap posit way would fit total flat foot sinc daughter regularli shape foot strap cut top arch odd uncomfort angl actual made new balanc shoe cute would outgrown quickli anyway worth hassl return confus new balanc would creat shoe like size tt purpl green combo ador,0.357,1
8 year old approv make 8 year old daughter run much faster abl jump much higher super comfort amaz traction beat big brother sport doesnt stand chanc sneakersmom love dont look dirti trek dirt wear well accommod wider toe structureaka duck shape foot,0.8834,1
comfort good look daughter love pick maci whatev reason didnt want carri stuff u order amazon happi daughter 7 almost 8 got size 2 grow love didnt want take despit room grow color awesom exactli pictur black red stripe heel lemonlim bottom happi,0.9332,1
nice qualiti nice nb 6 year old boy fan put shoe especi take work get easi get velcro also nice qualiti differ nb shoe nicer n rais plastic v print nice lace strap etc well worth money,0.9545,1
right size wrong fit new balanc tend run littl wider foot open shoe small despit tri make broad possibl daughter couldnt get foot shoe right size otherwis disappoint wasnt easi slip advertis foot typic width alway like buy slightli wider super cute shoe well made nice color slip go sneaker,0.875,1
great qualiti fit color nice qualiti color exactli pictur fit expect son live purchas,0.8979,1
great pair shoe bought shoe 3 year old boy nice easi put great qualiti look nice,0.93,1
glu properli satisfi fit foot im size 5 foot skinni could fit kid size like support arch disappoint part footb sole wasnt glu flat one shoe could feel fold walk get use even fix hope futur product would inspect properli prior ship otherwis still love wont return,0.9274,1
comfort wearth size perfect comfortablebecaus hallux valgu sever shoe worn limit product comfort without hit fingertip,0.7579,1
good foot easi walk tire,0.4404,1
worri size first pas foot felt tight loosen belt relievedif adjust belt wear fit toe heel easi walk,0.3612,1
comfort good look sandal purchas brief trip europ want someth comfort alreadi worn need break howev look forward wear croatia franc germani sexi neither,0.7184,1
close to chaco test partner approv partner hate chaco sandal get dirti foot great compromis wear size 6 open to sandal 65 tenni shoe order size 6 fit great plenti room toe box squish toe arch someth get use seem littl differ chaco sandal isnt uncomfort wear take dog walk wore hawaii foot got tire flip flop thing rock gravel get pretti easili great,0.8481,1
chaco fame arch support cute water shoe excel toe protect 66 year old flat foot requir ador substanti arch support chaco famou look water shoe tri chaco outcross evo arch support strang lack next stop chaco odyssey sportd ding ding winner great toe protect river walkingsometim got ta pull kayakand attract boot super comfi fit like dream concern close toe might tight usual size 5 chaco open sandal size 6 big return order 5perfect fit plenti room arthrit toe bunion roomi toe box highli recommend flat foot high arch foot problem like plantar fasciiti btw anyon annoy long strap classic chaco featur enabl custom fit long end easi tuck elast fabric back heel heel rub,0.9908,1
pair chaco sandal dont realli compar rubber footb felt softer flexibl footb wide foot felt tri size also didnt issu ridicul long strap other describ also felt differ arch support littl strang first fine break period need wife love much got pair overal great shoe activ,0.9153,1
soooo comfort love shoe im foot day physic therapi foot feel good great invest,0.9287,1
wonder love sandal similar anoth chaco sandal hit park close toe sandal medic profession import comfi shoe work thank work side sweati foot theyr amaz,0.7717,1
beauti delicateth model cute ala easili ruin sole fact consum mani part becom almost black even put babi particular occas everi day,-0.2023,0
beauti tight even worn time narrow hurt foot wouldnt recommend,-0.7724,0
top comfort qualiti shoe low price,0.296,1
mislead pictur descript misleadingth pictur shown white descript say black upset wont buy shoe anymor,-0.3818,0
ask order white got black,0.0,1
love still daughter realli love shoe light breathabl realli like put appear well made affordableupd order second pair larger size daughter outgrown first pair still love wear shoe school everyday she super picki cloth shoesalso first pair still good condit held machin wash well keep son grow size sinc chose go grey shoe gender neutral,0.9783,1
exactli advertis lightweight true size shoe initi inspect vibrant excit electrictrifi blue color extrem lightweight yet durabl well made made china need know velcro strap isnt typic short bare reach side length strap amaz reach one side purchas size 13 son 1st day school doesnt know tie shoe yet doesnt realli dexter appear exactli need better qualiti ive seen brickandmortar shoe store wont disappoint,0.9128,1
great shoe got son full black3 style love 5 autist rare stop move initi play shoe get multipl pair nike year school prefer nike ask wear time theyr made well still look new month run jump mud fall kick order,0.891,1
good play bad hard floor great mess around outsid dirt muck howev sole shoe rubber hardwood floor slide realli bad playground equip slide realli bad go shoe kid outdoor messi play dont want ruin good shoe nice wide ya basic cloth bottom make hard give shoe lot star,0.4854,1
best toddler need sneaker littl sneaker best glad discov shortli son start walk 25 weve 3 size keep reorder longer wear brand qualiti great held better adida nike 40 sneaker bought past look ador love shoe pick anyth el bought blackgrey pair bluenavi pair match everyth definit dont hesit purchas size perspect think run slightli small side still wear 8 see kai run wear 9,0.9738,1
decent sole shoe seem last littl fabric elast hold long rough player 7 within month wear alreadi notic fabric fray 3rd month end throw away think theyr decent child isnt rough shoe dont even bother buy,0.2584,1
best shoe ever spend 60 pair striderit sauconi unwear took chanc great look mom love super comfort grandson love bought sever pair father happi shoe get lost,0.9712,1
right size exactli pictur good look shoe daughter love true size light star bright got exactli expect happi purchas,0.9153,1
ador bought two pair 3 year old super cute great qualiti cheapi toddler shoe like seem,0.926,1
fell apart great custom servic cute fell apart grew stitch rip within 4 month disappoint price paid howev custom servic except receiv partial refund hard find good custom servic,0.7845,1
perfect gift purchas husband difficult time find size luckili abl save day,0.8074,1
cute daughter love love great qualiti,0.9477,1
horribl end equal sell accord imag productmisshapennor amount hole pas cord match,0.0,1
girl love great,0.8519,1
gift pirchas great gift niec,0.872,1
comfort slipperi begin enthusiast shoesunfortun enthusiasm subsid short distanc eg slip shoe complet ok soon want get littl faster slip around within shoe due miss heel cap even lose shoe even fastershould beunfortun therefor recommend slip shoe unsuit street shoe,0.8225,1
perfect cool request well protect bamba last inner hard plastic deform well store comfort perfect number use 4546 ask 45 stuckperfect look good qualiti finish,0.9628,1
good sabot sabot fit perfect nice solid still lighti run well comfortablenow 2 pair,0.9274,1
good shoe unfortun size41 great shoe lucki gr41 bought hope fitsactu gr40 unfortun far bigi would happi point gr40 give right awayreturn alway went without problem,0.9034,1
good footwear good trucker put everi day pas size perfectli well hold non slip moistur want price,0.802,1
number fall super nice shoe price im enthusiasticonli size care 43 fail like 4445so exchang order number smaller,0.8591,1
great wear alreadi 2,0.6249,1
everyth ok price ok far smell disappear even day,0.3612,1
better expect far expect far,0.4404,1
unfortun didnt fit foot fit feetit still nice shoe,-0.1078,0
articl defect wear adhes bad good kleber hold bad good still ask money get money back return appear,-0.5574,0
take least one size take sizein adida 42 23 44 otherwis expect nmd comfort function,0.3612,1
bad qualiti definit origin,-0.5423,0
littl small unfortun turn littl small,0.0,1
top top,0.3818,1
top super shoe good qualiti,0.8225,1
super nice comfort shoe super nice comfort shoestop qualiti workmanship,0.9545,1
small unfortun shoe smalli sent back peranchei receiv paigoi ask fix error,-0.4019,0
tremend comfortablei love qualiti comfort,0.7717,1
great shoe good shoe,0.7906,1
fast ship qualiti product bought daughter play travel indoor soccer team great fit durabl comfort look cool show earli,0.9153,1
four star shoe great run half size larg order half size,0.6249,1
good turf shoe fit perfect good turf shoe daughter love,0.9451,1
four star fit expectedmi kid love,0.7717,1
good shoe kiddo like,0.6597,1
great shoe fit son perfectli comfort day 1,0.8442,1
good price beauti sneaker,0.4404,1
look great fit perfect shoe fit perfectli great indoor turf,0.9509,1
five star fantast shoe indoor soccer son love,0.6369,1
five star nephew love shoe color like pictur fit perfect,0.9169,1
super light shoe super comfort also super light weightplay pleasant size fit expect,0.9638,1
nan,0.0,1
top size,0.2023,1
comfort heavi sneaker best activ outsid run comfort durabl shoe self littl heavi ideal run wear bartendingserv theyr great,0.9493,1
comfort nice look theyr confort nice look howev even light rain foot get soak,0.7964,1
comfort show size true fit perfectli also comfort,0.8519,1
great seller great seller littl ship snafu took care highli recommend,0.886,1
great shoe great shoe wish found earlier,0.8979,1
new kick love style fit sneaker,0.7717,1
dislik price cost 5495 size 11 6495 size 105,0.0,1
great buy half qualiti shoe realli light good feel foot good shoe casual wear,0.8934,1
littl big littl big wear lift weight comfort though,0.3612,1
comfi great shoe super comfort,0.8885,1
beauti comfort beauti comfort hope also resist littl number correspond avail friendli hire,0.802,1
perfect correspond well descript prettypurchas son delight,0.8658,1
function stylish debat shoe read mani review spent money plan trip niagara fall knew id get wet didnt want walk around wet shoe day read mani mix review one bad good bad etc say cant believ someon would write bad review shoe im say theyr perfect cant beat shoe moneyprosthey dri quickli theyr vent drain water theyr stylish theyr comfort walk around ny day great comfort run shoe that bought bought theyd dri quickli everyon el shoe still wet next day mine dri hour didnt put sun anyth like took got back room offer great traction walk wooden step niagara fall got drenchedconstheyr wide front toe box love issu w right foot need extra room front perfect also didnt tie shoe initi tie plenti comfi right box howev read review peopl say slip foot tie say someon el experi isnt valid im confus would happen cant imagin tie let alon tie tightli slip feetand sure theyr comfort cushion run shoe way comfi vent water shoe alway buy cushion sole make comfier day great trip traction great walk tour like much theyr everyday shoe see hold long run far im plea purchas would buy,0.9872,1
lake goer boater get skeptic buy shoe use fish im boat im walk water launch recov boat drain hole sole dont keep squish around perfect use plu breath well foot bake sun boat,0.5994,1
good shoe size slightli im religi buyer adida saw summer found arent floppi look photo that good thing size slightli ive size 12 sinc 14 year old hasnt waver need return 12 125 toe cramp front shoe 125 fit great im look forward get water,0.891,1
excel excel,0.7184,1
good quit comfort,0.6597,1
cant return took close two week deliv cant return allow time abl return work deliv much later,-0.1695,0
use shoe think got use shoe look like full sand,0.3612,1
impress comfort great warm weather prob due drain hole great wet,0.9382,1
truli beauti comfort like,0.6124,1
great shoe run littl small,0.6249,1
absolut love perfect fitveri comfortablegorgeousfashion sneaker everi day run decid true size,0.8934,1
simpli perfect hard find color scheme unless play la laker lsu tiger hard find color scheme marketplac adida awesom job sneaker glad got pair avail get today avail,0.8074,1
adida torsion fit great comfort second pair,0.8442,1
great qualiti great qualiti didnt fit style look differ pictur,0.7958,1
zx flux like shoe fit design,0.6124,1
adida good,0.4404,1
faith size ive alway bought 6 12 sneaker stay right foot stay bit big realli like teni nice comfort would given 5 star loyal size gave 4 star,0.9136,1
comfort work,0.3612,1
comfort shoe purchas boyfriend wear coach footbal said comfort especi stand hour time game,0.6124,1
good qualiti good price measur excel good qualiti,0.8934,1
grandeur fabric wear 8 still put 8 merrel fortun larg return 75 exchang simpl easi quickth first time put 75 impress shoe small quickli place comfort thing tissu attract dirt dust imust brush regularli remov dust residu velcro dirt hyper comfort wear insid,0.8402,1
usual fit size 6 sneaker stretch 55 fine usual fit size 6 footwear size 6 wouldv cost hefti hundr dollar ship area 55 love cute color sneaker decid take riskth shoe absolut true pictur color beauti vibrant look monitor bit stretch sneaker half size didnt hinder though would still say theyr true size probabl end wear sneaker bit faster buy smaller your abl id recommend buy regular foot size stillthat said absolut ador cute seem decent cushioningsupport comfort though ive save wear upcom trip cant comment long term durabl either way well worth 30 dollar paid dont recal exact price think theyd great day day walkingrun gener exercisework,0.9901,1
comfort shoe get kinda sweati think reflect work place easi put arch support great realli like shoesupd think id reorder 12 size feel bit big,0.8957,1
great shoe brand bad custom servic receiv wrong size product disappoint custom servic issu consid check size 3 time buy process insur get product need issu fix recommend get brand cheap knock pay 4x origin price bought merrel shoe love merrel shoe bad ankl disappoint custom servic,-0.6249,0
qualiti mostli comfort happi saw merrel made slip style run shoe good qualiti super comfort find fit bit smaller ok definit purchas anoth pair,0.9382,1
anoth success merril shoe purchas reliabl brand well made consist fit cant ask,0.8074,1
comfort realli love shoe comfort hold onto foot well walk mile cushion told foot beauti happi shoe,0.8834,1
love extrem comfort tempt buy anoth pair differ colour alway like merrel,0.8481,1
perfect price wow perfect price wow,0.9432,1
amaz love shoe im foot 12 hour,0.6369,1
nice shoe nice foot lighti like,0.7964,1
comfort like appear weight fit wear need warmth winter leather without make foot hot nice boot,0.9062,1
good shoe bad pair get shoe month ago ive alway love ecco qualiti comfort ecco howev stitch mine doesnt look like got enough sued hold togeth pull loo,0.6111,1
awesom shoe fit great comfort stylish husband love,0.9231,1
great valu ecco product well made coupl pair shoe got good price happi,0.8442,1
classic comfort boot made soft leather sole super comfort cant say enough good ecco shoe classic look boot comfort like youv wear year,0.8884,1
nice look attract casual shoe light weight foot,0.7269,1
money well spent perfect flit comfort,0.8074,1
perfect great look comfort ecco never disappoint,0.911,1
fine editingquit conveni sever hour pain strang right,-0.3612,0
comfi get around great shoe echo live reput,0.6249,1
everyth okay think shoe good alwaysord good good,0.8625,1
good price perform ratio problem foot far alway worn deposit shoe schumach told tri bear shoe extrem wide conveni cut alway bear sinc thenbear shoe nice shoe suit festiv occas non bought shoe due review amaz nice wide enough space wide footand well,0.5574,1
classic eleg shoe good qualiti gr 46 11 alreadi bought third coupl shoe leather sole twice latex sole still satisfi thiseven daili wear kept shoe 3 year replac time sale replacedth materi surprisingli robust workmanship excel still enthusiast shoe main reason like shoe wide quickli adapt footi hardli found anoth shoe cut wide fronther realli mean extra winga good choic men broad foot,0.9201,1
good shoe price low good shoe afford pricei use special occas parti wed baptism etc use much give wear assessmentaesthet howev beauti comfort excellentrecommend,0.836,1
provid good size perfect qualiti good qualiti unfortun return cut larg,0.8126,1
look nice leather top nice also comfort unfortun week leather went away,0.836,1
comfort comfort around hous recommend,0.7579,1
comfort comfort,0.6124,1
satisfi product made bigveri comfort,0.3612,1
new hous shoe hydro moc great kickin around hous though taken outsid time love em buy,0.8519,1
whole size big wear size 105 run shoe sinc read previou review shoe big order size 10 size 10 comfort love arch support walk rough terrain wet kayak foot would slip slide go wear shoe dri land around hous order receiv anoth pair size 9 size 9 fit tight enough wont slip slide foot wet,0.8979,1
half size order 15 size love shoe howev need transpar disclosur size amazon make appear shoe come halfsiz read review run larg size good idea 85 medium order size 8 huge turn order 85 8 need downsiz 7 like shoe exchang 7 size order 15 size know order 85 order merril size 8 whole size big,0.9118,1
love love love love absolut better fit croc size size usual wear 9 order 8 fit perfectli soooooo comfi,0.9769,1
great garden shoe want shoe could slip slog around garden wash hose done work great purpos confid tri ive purchas merrel alway plea fit qualiti comfort,0.926,1
love water shoe love shoe worn kayak tube get tube sever time water support protect grip great larg rock also like ventil hole get hot tube could dip foot water cook offmi foot narrow run realli wide go size wouldnt slide foot walk,0.959,1
great summer water pleasur shoe husband get love merril receiv mailer jump cant wear brand dont support back heel need back achil heel need wedg heel larg creek properti wade cast trout perfect like dont big bump soul insid fit well ill wear summer short,0.933,1
qualiti good qualiti good,0.7003,1
light ultra comfort beauti shoe amaz colorthey lighta shoe weigh 194 gramscasu realli chicamong mani one beauti model vulgar,0.3612,1
favouritesof excel qualiti comfort hurt heel use without socksyou put remov easili ideal pandem,0.6705,1
fantast prime skecher bought seem slipper light envelop would make u km without get tire,0.0,1
comfort summeraft use coupl day without sock comfort look goodif look past dont perspir much foot get biti use antitranspir powder avoid sweat,0.4215,1
comfort comfort nautic shoesth number 40 one usual use goe glovethey light walk calm way come well,0.8271,1
summer vacat suitabl beauti light shoe like wear often qualit great satisfi product,0.765,1
good materi look better liveveri soft comfort look good recommend lot,0.9136,1
typic balanc box complet shatter contain box seem come rakeit go imag amazonthes thing take care themyou cant send anyth,0.4939,1
thru comfort quit expens although moment comfortablethey littl use hope last comfort,0.7845,1
comfort nautic origin skecher dress wellexact product describ super fast ship took 3 day reach canari islandsthey origin bring memori foam tallan like skechersseller100 recommend,0.8885,1
wide version anyth foot 9wide everyth wear even cole haan shoe 9wide fit though dress shoe sneaker look tell wide isnt realli wide mani pair nike 9wide shoe fitand anyth theyr slightli larg side thought would give shoe tri sinc look cool unfortun fail come produc wide sneaker back go bad nice look shoe insid,-0.1027,0
price qualiti ratio comfort light fresh,0.5859,1
beauti boot well made fit well although need 37 normallyveri well made good qualitykeep nice warm current 15 degre,0.9246,1
bad qualiti shoe worth moneyaft le 8 week first rice closur brokenjust dont buy,-0.3818,0
better order one size larger unfortun small good product,0.7003,1
narrow cut high qualiti shoe length fit great narrowli cut,0.5267,1
kid love shoe bought kid 2 size big wore problem love love velcro kid 3 still like wear overus still comfort goto shoe everyth bike hike beach walk play,0.9538,1
cant go wrong adida awesom comfi littl shoe littl guy lightweight great price vers overpr footlock,0.7687,1
good product like durabl design good case child use alreadi first tear howev speak child may normal,0.8074,1
impact size comfort beauti inaccur size come good thing return without problem fast,0.7689,1
wide foot toddler bought wide foot thought elast might enough make fit look shoe fit wide shoe would say would good normal foot otherwis appear good shoe stylish flat sole stabil,0.8689,1
great exactli need perfect fit simpl runner,0.8834,1
comfort great colour bought toddler 9 fit exactli expect great colour comfort wideish foot,0.9403,1
nice shoe order sneaker 2 12 year toddler fit well look cool,0.8271,1
nice easi get nice neutral littl larg size velcro sexu foot place seem durabl,0.6808,1
great shoe amaz wish could buy size haha,0.8689,1
qualiti stylish second pair shoe purchas allonsi brand believ becom loyal custom receiv mani compliment previou decid purchas new rang came outthes shoe extrem stylish comfort also fit true size someth found common u extra care taken packag box appreci seller respons question prior purchasei know mani u find remot work environ defin dress code shoe sinc one see shoe zoom meet honestli realli felt good get someth stylish felt good wear thesehighli recommend,0.9735,1
comfort well made nice pair shoe doubt iti given 5 star singl problem want call like sole equip mani small groov guarante good grip even lucid surfacesbut groov walk tile surfac linoleum caus annoy windi effect repeat loudli everi step,0.6124,1
wide flat size 12 foot bought 13 fit perfectli read review convinc spend 160 sexi pair shoe wasnt sure whether buy 12 size 13 flattest widest foot review said shoe fit true size went gut size sleek cut shoe regret fit exactli expect comfort without squeez toe littl gap toe front shoe expens pair shoe far well worth price,0.8376,1
comfort nice realli comfort shape right size,0.7783,1
discount boot qualiti describ obviou defect leather use craft boot,-0.34,0
comfort boot ever purchas antichelsea boot long time didnt think would look right slim leg chang mind way around love qualiti fit compar box retail store tri real leather way shine unmatch look wear see qualiti still show week wear let know sure made right purchas im photograph perfect boot photograph well,0.946,1
great first pair nice boot price great look good,0.9313,1
love boot simpli love booti immedi could tell qualiti big deal also comfort wear welli purchas anoth pair differ color add collect,0.8979,1
great boot good price like boot realli high qualiti price great welt leather also look good didnt need lot time break color also great got brown wear alot cant wait see look year,0.9666,1
buy everi color fit perfectli great qualiti seem like would cost much consid craftsmanship happi purchas,0.8442,1
comfort impress packag boot extrem comfort fit perfect love themhighli recommend mayb even two pair,0.9628,1
cant wait wear event wow love shoe fit perfectli comfi super stylish pandem wait wear 1010 recommend plu packag realli fun open,0.9648,1
nice beauti sneaker like color fit leather woman bought men depart size 42 unisex,0.7783,1
great deal great price got runner 2 day fit amaz comfort great price,0.9538,1
tenni jewelth best pair reebok ive goe right foot wide foot finger ask half number morethey comfort walk stand long day must care clean sued,0.9169,1
comfort comfort look like pictur,0.7579,1
seem polyurethan coat leather thinner thin husband wore around hous 5 minut use nightlight two week ye shoe color panton bright say shoe correct size fit poor heel come stepnot actual leather shoe noth like call origin reebok materi allow call leather polyurethan attach leather allegedli leather think leather construct dandruff scale remov success frack,0.8555,1
cozi slipper realli dislik compani combin size kid bought 131 size daughter almost 15 next size 23 luckili fit find comfort memori foam nonslip bottom bonu,0.6124,1
nice shoe good valu order shoe one half size larger normal size recommend sever review perfect fit comfort immedi bought anoth pair put away play tenni wear shoe le year expens shoe dont last longer either good luck buy shoe amazon plea thought buy two extra pair age 70 might optimist,0.9805,1
theyr good fit love 4 year old daughter pick easi put run child slip still hard bottom theyr soft daughter state feel like she walk cloud lol im assum memori foam work lol,0.946,1
walk comfort color comfort color fun shoe 56 year buy strictli white sneaker realli think box purchas fortun love new blue shoe realist purchas shoe better comfort walk im avid walker recent walk shoe great fit walk plu fall poor condit natur first object comfort shoe walk howev found color retro blue shoe couldnt resist ive never own pair shoe anywher near color purchas im proud look feel great cours begin shoe must break wear comfort increas walk mine three week theyr start offer comfort support expect look color get immedi attent first time hous good friend immedi notic complimentari weekli walk group tuesday night first time wore shoe everi person notic made favor comment bottom line nice comfort color fun shoe great walk,0.9957,1
cozi kid slipper purchas 7 year old shed outgrown slipper love cozi materi sweet heart detail,0.802,1
leather chalk color sneaker leather three star thin fabric shoe narrow side medium wide foot fit comfort agre anoth review cushion lack solv gel sole drugstor overal shoe perfect price casual walk stand good amount time color niceth black pair may leather cant realli tell tab back shoe feel like leather textur rest shoe fit overal good purchas,0.9517,1
slipper littl bit big wear like slipper back,0.3612,1
wear bad 75 30 like love thesegreat look sure materi wear waternorm mainten chemic use wash youd shoe two extrem lightli worn pair got 3 month ago first made mistak got second pairfound mistak le unavoid rate low noth actual shoe weari rate low bought 29 dollar first time 32 second way worth 75 even low suppli that doubl shoe wear easi dont look great price unless buy fit singl occas,-0.2249,0
like gold shoe cute super gold hahah like faint prism gold flat gold littl shinier expect definit would seen mile away love howev return littl short toe narrow long to foot lol usual 75the left shoe red sole wonder woman 1984 print right blue insid sole cute metal gold lacesalso packag sweet shoe box resembl cassett tape cute,0.9796,1
sauconi deliv best bang buck salomon merrel north face etc trail shoe sauconi right qualiti decent price especi shoe got 34 plu gener lot comfort havent bought pair sauconi trail shoe recommend tri might becom convert rare give 5 star anyth noth perfect could id give 475 star rate bad product person love raptor tr black yellow shoe although werent pretti super rug shoe premium comfort probabl best trail shoe ive own tread last forev great grip vari environ,0.9692,1
shoe fit hubbi ask find pair size 10 wide tenni shoe gave 2 color option search found one right size wrong color right color wasnt avail 10 wide found one color accept size right never heard brand hesit littl search avail bit bullet shoe fit perfectli hubbi plea color hesit dont would highli recommend brand shoe seller,0.3378,1
great price great shoe pair differ color like much thought id buy lighter color good great fit good style ad better arch support foot need extra higher arch money great shoe sever pair sauconi shoe alway comfort,0.9875,1
want like far narrow foot usual wear 13 12 wide ive never order 13 wide run shoe narrow foot bow upper strain sole,0.3818,1
100 recommend third pair trainer chang sauconi brand littl narrow work well use new balanc nike qualiti resist 100 recommend,0.7269,1
